date,value
2020-08-17,3981.5714285714284
2020-08-24,3976.1428571428573
2020-08-31,3982.285714285714
2020-09-07,3897.285714285714
2020-09-14,3836.4285714285716
2020-09-21,3812.8571428571427
2020-09-28,3800.8571428571427
2020-10-05,3779.714285714286
2020-10-12,3577.8571428571427
2020-10-19,3538.285714285714
2020-10-26,3548.1428571428573
2020-11-02,3542.8571428571427
2020-11-09,3475.714285714286
2020-11-16,3439.714285714286
2020-11-23,3387.714285714286
2020-11-30,3388.1428571428573
2020-12-07,3367.5714285714284
2020-12-14,3323.5714285714284
2020-12-21,3267.8571428571427
2020-12-28,3237.714285714286
2021-01-04,4850.285714285715
2021-01-11,6067.428571428572
2021-01-18,6028.0
2021-01-25,5987.857142857143
2021-02-01,6025.714285714285
2021-02-08,6011.714285714285
2021-02-15,6089.0
2021-02-22,6129.571428571428
2021-03-01,6030.142857142857
2021-03-08,6024.428571428572
2021-03-15,6004.571428571428
2021-03-22,5963.857142857143
2021-03-29,5894.428571428572
2021-04-05,5860.285714285715
2021-04-12,5809.285714285715
2021-04-19,5752.857142857143
2021-04-26,5801.285714285715
2021-05-03,5809.857142857143
2021-05-10,5877.571428571428
2021-05-17,5938.285714285715
2021-05-24,6006.428571428572
2021-05-31,6063.571428571428
2021-06-07,6068.428571428572
2021-06-14,6122.142857142857
2021-06-21,6147.714285714285
2021-06-28,6227.0
2021-07-05,6277.571428571428
2021-07-12,6291.571428571428
2021-07-19,6307.142857142857
2021-07-26,6397.857142857143
2021-08-02,6404.428571428572
2021-08-09,6418.857142857143
2021-08-16,6428.285714285715
2021-08-23,6449.571428571428
2021-08-30,6466.285714285715
2021-09-06,6473.0
2021-09-13,6540.714285714285
2021-09-20,6575.571428571428
2021-09-27,6634.571428571428
2021-10-04,6696.285714285715
2021-10-11,6752.571428571428
2021-10-18,6805.714285714285
2021-10-25,6866.571428571428
2021-11-01,6956.0
2021-11-08,7034.142857142857
2021-11-15,7081.857142857143
2021-11-22,7177.571428571428
2021-11-29,7240.571428571428
2021-12-06,7228.0
2021-12-13,7316.102285714286
2021-12-20,7286.857142857143
2021-12-27,7316.714285714285
2022-01-03,7293.0
2022-01-10,
2022-01-17,
2022-01-24,
2022-01-31,
2022-02-07,
2022-02-14,
2022-02-21,
2022-02-28,
2022-03-07,
2022-03-14,
2022-03-21,
2022-03-28,
2022-04-04,
2022-04-11,
2022-04-18,
2022-04-25,
2022-05-02,
2022-05-09,
2022-05-16,
2022-05-23,
2022-05-30,
2022-06-06,
2022-06-13,
2022-06-20,
2022-06-27,
2022-07-04,
2022-07-11,
2022-07-18,
2022-07-25,
2022-08-01,
2022-08-08,
2022-08-15,
2022-08-22,
2022-08-29,
2022-09-05,
2022-09-12,
2022-09-19,
2022-09-26,
2022-10-03,
2022-10-10,
2022-10-17,
2022-10-24,
2022-10-31,
2022-11-07,
2022-11-14,
2022-11-21,
2022-11-28,
2022-12-05,
2022-12-12,
2022-12-19,
2022-12-26,
2023-01-02,8801.5
2023-01-09,8678.285714285714
2023-01-16,8693.42857142857
2023-01-23,8730.857142857143
2023-01-30,8492.42857142857
2023-02-06,8745.0
2023-02-13,8640.0
2023-02-20,8723.285714285714
2023-02-27,8637.0
2023-03-06,8724.142857142857
2023-03-13,8793.285714285714
2023-03-20,8778.0
2023-03-27,8597.57142857143
2023-04-03,8724.142857142857
2023-04-10,8717.142857142857
2023-04-17,8793.57142857143
2023-04-24,8745.857142857143
2023-05-01,8794.714285714286
2023-05-08,8809.142857142857
2023-05-15,8808.42857142857
2023-05-22,8814.57142857143
2023-05-29,8845.57142857143
2023-06-05,8826.0
2023-06-12,8821.857142857143
2023-06-19,8868.0
2023-06-26,8904.142857142857
2023-07-03,8850.857142857143
2023-07-10,8821.714285714286
2023-07-17,8820.57142857143
2023-07-24,8810.714285714286
2023-07-31,8804.0
2023-08-07,8801.857142857143
2023-08-14,8831.42857142857
2023-08-21,8960.285714285714
2023-08-28,9169.714285714286
2023-09-04,9155.285714285714
2023-09-11,9409.714285714286
2023-09-18,9254.42857142857
2023-09-25,9411.0
2023-10-02,9424.142857142857
2023-10-09,9466.857142857143
2023-10-16,9396.57142857143
2023-10-23,9486.857142857143
2023-10-30,9504.57142857143
2023-11-06,9396.285714285714
2023-11-13,9364.57142857143
2023-11-20,9518.142857142857
2023-11-27,9529.285714285714
2023-12-04,9480.285714285714
2023-12-11,9563.57142857143
2023-12-18,9531.714285714286
2023-12-25,9525.57142857143
2024-01-01,9629.323333333336
2024-01-08,
2024-01-15,
2024-01-22,
2024-01-29,
2024-02-05,
2024-02-12,
2024-02-19,
2024-02-26,
2024-03-04,
2024-03-11,
2024-03-18,
2024-03-25,
2024-04-01,
2024-04-08,
2024-04-15,
2024-04-22,
2024-04-29,
2024-05-06,
2024-05-13,
2024-05-20,
2024-05-27,
2024-06-03,
2024-06-10,
2024-06-17,
2024-06-24,
2024-07-01,
2024-07-08,
2024-07-15,
2024-07-22,
2024-07-29,
2024-08-05,
2024-08-12,
2024-08-19,
2024-08-26,
2024-09-02,
2024-09-09,
2024-09-16,
2024-09-23,
2024-09-30,
2024-10-07,
2024-10-14,
2024-10-21,
2024-10-28,
2024-11-04,
2024-11-11,
2024-11-18,
2024-11-25,
2024-12-02,
2024-12-09,
2024-12-16,
2024-12-23,
2024-12-30,
2025-01-06,10021.0
2025-01-13,10189.57142857143
2025-01-20,10239.42857142857
2025-01-27,10396.028571428571
2025-02-03,10226.42857142857
2025-02-10,10070.57142857143
2025-02-17,10201.285714285714
2025-02-24,10223.714285714286
2025-03-03,10038.0
2025-03-10,9911.714285714286
2025-03-17,9767.142857142857
2025-03-24,9668.857142857143
2025-03-31,9674.57142857143
2025-04-07,9563.714285714286
2025-04-14,9517.57142857143
2025-04-21,9413.857142857143
2025-04-28,9335.57142857143
2025-05-05,9246.142857142857
2025-05-12,9189.42857142857
2025-05-19,9167.57142857143
2025-05-26,9161.42857142857
2025-06-02,9159.285714285714
2025-06-09,9068.42857142857
2025-06-16,9083.285714285714
2025-06-23,9073.285714285714
2025-06-30,9020.142857142857
2025-07-07,8887.57142857143
2025-07-14,8891.857142857143
2025-07-21,8879.857142857143
2025-07-28,8907.714285714286
2025-08-04,8912.285714285714
2025-08-11,8776.57142857143
2025-08-18,8786.0
2025-08-25,8714.0
2025-09-01,8715.285714285714
2025-09-08,8658.142857142857
2025-09-15,8630.42857142857
2025-09-22,8623.57142857143
2025-09-29,8674.57142857143
2025-10-06,8656.42857142857
2025-10-13,8657.0
